x,y
1.0,0.0
0.9950041666666667,-0.09983333333333334
0.9800665972395833,-0.19866916527777778
0.9553365428639757,-0.29551996253066265
0.9210611303126534,-0.38941838434781956
0.877582717429459,-0.47942587732378955
0.8253357333194815,-0.564643111398726
0.7648422102376308,-0.6442186171966483
0.6967065800733185,-0.717357297294223
0.6216096323910163,-0.7833283685675295
0.5403017125338496,-0.8414726643827344
0.4535952243609096,-0.8912092208308195
0.362356512963627,-0.9320410815819021
0.26749720840604524,-0.963560263359389
0.16996511698850258,-0.9854518324221376
0.07073475104554239,-0.9974970513232166
-0.029202408098338017,-0.9995755645033887
-0.12884781672539786,-0.9916666008811794
-0.2272058458899512,-0.973849181423279
-0.32329372946325086,-0.9463013296209759
-0.41615138365988574,-0.9092982927610023
-0.5048509999317103,-0.8632097917630395
-0.5885063153797395,-0.8084963270624228
-0.6662814680565629,-0.7457045774483254
-0.7373993486794588,-0.6754619378306475
-0.8011493653060848,-0.5984702505124302
-0.8568945433901048,-0.5154987926029002
-0.9040778902747868,-0.42737658963870057
-0.9422279605321099,-0.33498413221322704
-0.9709635665398277,-0.23924457837898544
-0.9899975872294567,-0.14111452972592492
-0.9991398369489661,-0.041574473298438386
-0.9982989657750042,0.058381015147402834
-0.9874833722869685,0.15775320866016218
-0.9668011196824247,0.25554920809007964
-0.9364588560717103,0.35079186285952807
-0.8967597497395179,0.442529534381322
-0.8481004600034301,0.5298456045715029
-0.7909671739354298,0.61186763445014
-0.7259307485460492,0.6877760813198752
-0.6536410069688031,0.7568124874224798
-0.5748202456355553,0.8182870582545062
-0.49025601731704305,0.8715855548214457
-0.4007932621381552,0.9161754309647119
-0.3073258651924362,0.9516111544387676
-0.2107877251095716,0.9775386585714346
-0.11214342281605719,0.9936988800273716
-0.012378583724040243,0.9999303473260959
0.08750997035347081,0.9961707942505047
0.1865241811618056,0.9824577820248626
0.2836747263211691,0.9589283240453129
