x,y
0.0,0.5
0.1,0.657414375
0.2,0.8292982759973958
0.30000000000000004,1.0150700584326053
0.4,1.2140869610839031
0.5,1.4256384975569072
0.6000000000000001,1.6489395255666806
0.7000000000000001,1.8831223309774554
0.8,2.127227940604169
0.9,2.380196525090015
1.0,2.640856791711852
1.1,2.9079142616498244
1.2000000000000002,3.179938314376177
1.3,3.4553478694877544
1.4000000000000001,3.732395562681603
1.5,4.009150257501193
1.6,4.2834777178244785
1.7000000000000002,4.553019247657067
1.8,4.8151680844498195
1.9000000000000001,5.067043309676675
2.0,5.305461015560327
